|id|entry|cnt_words|pronounce|syllabary|english|
|74,064|ᏴᎩ|4|Ganvgwalosdi uyochelv yvgi gahatvsgvi.|ᎦᏅᏆᎶᏍᏗ ᎤᏲᏤᎸ ᏴᎩ ᎦᎭᏛᏍᎬᎢ.|He broke his hammer driving a nail.|
|73,477|ᎧᏁᏆᏗᎭ|4|Getilosdi gvhdi uhnegwadvhv uhnihlgvi.|ᎨᏘᎶᏍᏗ ᎬᏗ, ᎤᏁᏆᏛᎲ ᎤᏂᎷᎬᎢ.|He pried the stump with a crowbar.|
|72,571|ᎠᏍᏓᏅᏅᏍᎦ|4|Gigage digohwelodi gvhdi usdanvhnanvi.|ᎩᎦᎨ ᏗᎪᏪᎶᏗ ᎬᏗ ᎤᏍᏓᏅᎿᏅᎢ.|He drew a line with a red pencil.|
|72,499|ᎠᎴᏂᎭ|4|Hilayv eligwu hyalen dejalvhwisdanehv?|ᎯᎳᏴ ᎡᎵᏊ ᏯᎴᎾ ᏕᏣᎸᏫᏍᏓᏁᎲ?|When can you start working?|
|72,288|ᎠᏙᏂᏍᎩ|4|Hiyoligis kilo adonisgi adehlohgwasgi?|ᎯᏲᎵᎩᏍ ᎩᎶ ᎠᏙᏂᏍᎩ ᎠᏕᎶᏆᏍᎩ?|Do you know anyone who is an apprentice sorcerer?|
|73,052|ᎦᎳᏗᏍᏙᏗ|4|Ije ktanvdohdi digaladisdohdi uhwasvi.|ᎢᏤ ᎬᏔᏅᏙᏗ ᏗᎦᎳᏗᏍᏙᏗ ᎤᏩᏒᎢ.|He bought a new tool box.|
|72,357|ᎠᏝᏫᏘᏗᎭ|4|Jiyu dinehldohdi ulvkwdi uhlawitdohdi.|ᏥᏳ ᏗᏁᏟᏙᏗ ᎤᎸᏉᏗ ᎤᏝᏫᏘᏙᏗ.|He likes to fly a toy airplane.|
|72,444|ᎠᏨᏍᏛᏍᎦ|4|Sudali iyuwahnilv sunale dehijvstanvi.|ᏑᏓᎵ ᎢᏳᏩᏂᎸ ᏑᎾᎴ ᏕᎯᏨᏍᏔᏅᎢ.|Turn on the lights at six o'clock in the morning|
|72,495|ᎠᎴᏗᎭ|4|Talugisgi gageda ulehdohdi unehltanvi.|ᏔᎷᎩᏍᎩ ᎦᎨᏓ ᎤᎴᏙᏗ ᎤᏁᏟᏔᏅᎢ.|He tried to stand a heavy piece of steel in an upright position.|
|73,094|ᎦᎾᏝᎢ|4|Tsgwisdi ganahlai uyhdidana ujeligohi.|ᏥᏍᏈᏍᏗ ᎦᎾᏝᎢ ᎤᏴᏗᏓᎾ ᎤᏤᎵᎪᎯ.|He has a lot of livestock on his place.|
|73,155|ᎦᏄᎪᎦ|4|Udihlehvsa galhjode didla, aginugojvi.|ᎤᎵᏞᎲᏌ ᎦᎵᏦᏕ ᏗᏜ, ᎠᎩᎤᎪᏨᎢ.|When it got hot inside, I went out.|
|73,695|ᏖᎦ|4|Vdaluhldi tsgwisdi yidvgohwahta tehga.|ᎥᏓᎷᎵᏗ ᏥᏍᏈᏍᏗ ᏱᏛᎪᏩᏔ ᏖᎦ.|You can see a lot of toads by a pond.|
|72,732|ᏥᏃᏍᎦ|4|Chinosga agohvsdisgo osi uganawohisdii.|ᏥᏃᏍᎦ ᎠᎪᎲᏍᏗᏍᎪ ᎣᏏ ᎤᎦᎾᏬᎯᏍᏗᎢ.|He burns coal in his heating stove.|
|72,287|ᎠᏙᎳᏅᏍᏗ|4|Didolanvsdi degohlvsgo ada dayohlvsgvi.|ᏗᏙᎳᏅᏍᏗ ᏕᎪᎸᏍᎪ ᎠᏓ ᏓᏲᏢᏍᎬᎢ.|He makes walking canes by carving wood.|
|73,970|ᎤᏩᏂᎦᏢᎢ|4|Duwanigahlv unakilvdi unilvkwdi wahuhi.|ᏚᏩᏂᎦᏢ ᎤᎾᎩᎸᏗ ᎤᏂᎸᏉᏗ ᏩᎱᎯ.|Owls like to sit on limbs.|
|72,523|ᎠᎵᏍᏚᎵᎠ|4|Halsdulanv hinugojvi, uhyvdlaheno doyi.|ᎭᎵᏍᏚᎳᏅ ᎯᏄᎪᏨᎢ, ᎤᏴᏜᎮᏃ ᏙᏱ.|Put on a cap when you go out because it's cold outside.|
|73,460|ᎧᎶᏇᎩᏗ|4|Kalogwekdi josda digetvsdi dadohlvsgoi.|ᎧᎶᏇᎩᏗ ᏦᏍᏓ ᏗᎨᏛᏍᏗ ᏓᏙᏢᏍᎪᎢ.|Locusts make good posts.|
|73,784|ᎤᎩᏥᏕᏱ|4|Ugitsdeyi adidisgo julvhwisdanhdi yigi.|ᎤᎩᏥᏕᏱ ᎠᏗᏗᏍᎪ ᏧᎸᏫᏍᏓᏁᏗ ᏱᎩ.|He gets up at dawn when he has to work.|
|72,220|ᎠᏓᏁᏢᎢ|4|Alsdayhdi adanehlv duhnelv juniyosisgi.|ᎠᎵᏍᏓᏴᏗ ᎠᏓᏁᏢ ᏚᏁᎸ ᏧᏂᏲᏏᏍᎩ.|He gave a supply of food to the hungry.|
|72,770|ᏓᎦᏒᏍᏗᎭ|4|Dinagalisgi juyanv duksvstanv duteyvsa.|ᏗᎾᎦᎵᏍᎩ ᏧᏯᏅ ᏚᎦᏒᏍᏔᏅ ᏚᏖᏴᏌ.|The electrical wires smoked when they became hot.|
|72,994|ᎦᏙᎯ|4|Diniyohli unilvkwdi gadohi junanehldii.|ᏗᏂᏲᏟ ᎤᏂᎸᏉᏗ ᎦᏙᎯ ᏧᎾᏁᎶᏗᎢ.|Children like to play on the ground.|
|72,581|ᎠᏍᏚᎢᎠ|4|Gahlgwogi iyuwahnilv asduisgo adananvi.|ᎦᏟᏉᎩ ᎢᏳᏩᏂᎸ ᎠᏍᏚᎢᏍᎪ ᎠᏓᎾᏅᎢ.|He opens the store at seven o'clock.|
|72,880|ᏗᎵᏔᏕᎩ|4|Galvladi dihltadegi iyulsdohdi uduliha.|ᎦᎸᎳᏗ ᏗᎵᏔᏕᎩ ᎢᏳᎵᏍᏙᏗ ᎤᏚᎵᎭ.|He wants to become a high jumper.|
|72,216|ᎠᏓᎾᏩᏍᏗᎭ|4|Gihli dasuhwisgv utvgana, udanuwstanvi.|ᎩᏟ ᏓᏑᏫᏍᎬ ᎤᏛᎦᎾ, ᎤᏓᏄᏩᏍᏔᏅᎢ.|When he heard the dog bark, he ran.|
|72,389|ᎠᎱᏣᏬᎳᏛᏗ|4|Hadlv yidejiyvwahta osi dihujawoladvdi?|ᎭᏢ ᏱᏕᏥᏴᏩᏔ ᎣᏏ ᏗᎱᏣᏬᎳᏛᏗ?|Where can I find some stove pipes?|
|72,753|ᏓᎵᏔᏕᎦ|4|Hila iyagalvladi eligwu yidehahltaduga?|ᎯᎳ ᎢᏯᎦᎸᎳᏗ ᎡᎵᏊ ᏱᏕᎭliᏔᏚᎦ.|How high can you jump?|
|73,711|ᏛᎦ|4|Hisduhvga galohisdii, tvhga dehiyhdiha.|ᎯᏍᏚᎲᎦ ᎦᎶᎯᏍᏗᎢ, ᏛᎦ ᏕᎯᏴᏗᎭ.|Close the door, you're letting the flies in.|
|73,756|ᎤᏢᏓᎸᏓ|4|Hyahtena udlvdalvda ujayoha ulasihdeni.|ᏯᏖᎾ ᎤᏢᏓᎸᏓ ᎤᏣᏲᎭ ᎤᎳᏏᏕᏂ.|A splinter from a board stuck him in his foot.|
|72,198|ᎠᏓᏟᏁᏌᎵᏗ|4|Ije adahlinesahldi unvnelv usdayvhvsgi.|ᎢᏤ ᎠᏓᏟᏁᏌᎵᏗ ᎤᏅᏁᎸ ᎤᏍᏓᏴᎲᏍᎩ.|He gave his wife a new purse.|
|72,859|ᏗᏕᏲᎲᏍᎩ|4|Ilvsgi judetiyvda didehyohvsgi nigesoi.|ᎢᎸᏍᎩ ᏧᏕᏘᏴᏓ ᏗᏕᏲᎲᏍᎩ ᏂᎨᏐᎢ.|She's been a teacher for a few years.|
|72,746|ᏓᎦᏨᏍᏗᎭ|4|Junilawisdi degegachvstanv soi jikalvi.|ᏧᏂᎳᏫᏍᏗ ᏕᎨᎦᏨᏍᏔᏅ ᏐᎢ ᏥᎧᎸᎢ.|They were married in a chapel last month.|
|73,124|ᎦᏅᏤᎦ|4|Junilvhwisgane unaditasdi ama jinvjega.|ᏧᏂᎸᏫᏍᏓᏁ ᎤᎾᏗᏔᏍᏗ ᎠᎹ ᏥᏅᏤᎦ.|I am taking some drinking water for the workers.|
|72,553|ᎠᏁᎳᏗᎠ|4|Neladugwu nudetiyvha uneladvi oginalii.|ᏁᎳᏚᏊ ᏄᏕᏘᏴᎭ ᎤᏁᎳᏛᎢ ᎣᎩᎾᎵᎢ.|My friend got married as soon as he turned eighteen.|
|73,897|ᎤᎾᎵᎪᎭ|4|Oginali oginaligohi woginedolv Nvdagii.|ᎣᎩᎾᎵ ᎣᎩᎾᎵᎪᎯ ᏬᎩᏁᏙᎸ ᏅᏓᎩᎢ.|My friend and I went to Texas together.|
|72,986|ᎦᏓᎷᎪᏗ|4|Tstanvis sogwili uninsanesd gadalugodi?|ᏨᏔᏅᎢᏍ ᏐᏈᎵ ᎤᏂᎾᏌᏁᏍᏗ ᎦᏓᎷᎪᏗ?|Have you used a horse-drawn plow?|
|72,896|ᏗᎦᏙᏗ|4|Diktohdi gvhdi yuhwiyagatahna hyiyoligi.|ᏗᎦᏙᏗ ᎬᏗ ᏳᏫᏯᎦᏔᎿ ᏱᏲᎵᎩ.|If you look at him with binoculars, you'll recognize him.|
|73,870|ᎤᎵᎪᎲᏍᏗ|4|Uligohvsdi iyv dvlenvhi dadehlohgwasgvi.|ᎤᎵᎪᎲᏍᏗ ᎢᏴ ᏛᎴᏅᎯ ᏓᏕᎶᏆᏍᎬᎢ.|He's going to school in the fall.|
|72,244|ᎠᏕᏠᏆᎠ|4|Ahidas adehlohgwasdi Jalagi gawonihisdi?|ᎠᎯᏓᏍ ᎠᏕᎶᏆᏍᏗ ᏣᎳᎩ ᎦᏬᏂᎯᏍᏗ?|Is it easy to learn to speak Cherokee?|
|72,292|ᎠᏛᏁᎵᎭ|4|Ajiyejasdohdi udulisgv iyusdi advneliha.|ᎠᏥᏰᏣᏍᏙᏗ ᎤᏚᎵᏍᎬ ᎢᏳᏍᏗ ᎠᏛᏁᎵᎭ.|He's acting silly because he wants to be laughed at.|
|72,477|ᎠᎦᏙᎵ|4|Aktisi aktoli nigohilv udehyahtohdisgoi.|ᎠᎦᏘᏏ ᎠᎦᏙᎵ ᏂᎪᎯᎸ ᎤᏕᏯᏙᏗᏍᎪᎢ.|His right eye is always bothering him.|
|72,315|ᎠᎩᏟᏱ|4|Anijalagi Digejiilvstanv agihliyi gesei.|ᎠᏂᏣᎳᎩ ᏗᎨᏥᎢᎢᎸᏍᏔᏅ ᎠᎩᏟᏱ ᎨᏎᎢ.|The Trail of Tears was agony for the Cherokee.|
|73,145|ᎦᏃᏥ|4|Didadlosdi juwohlvhdohdi ganoji uduliha.|ᏗᏓᏠᏍᏗ ᏧᏬᏢᏙᏗ ᎦᏃᏥ ᎤᏚᎵᎭ.|He wants some leather to make belts.|
|72,226|ᎠᏓᏃᏴᏟᏍᏗᎭ|4|Doya nav yigaluchela udanohyvhlisdisgoi.|ᏙᏯ ᎾᎥ ᏱᎦᎷᏤᎳ ᎤᏓᏃᏴᏟᏍᏗᏍᎪᎢ.|When you get close to a beaver, it makes noise.|
|73,811|ᎤᎿᏍᏕᏢᎢ|4|Hlesdi dehlgv duhnasdedlv yitiluysgesdi.|ᏞᏍᏗ ᏕᏡᎬ ᏚᎿᏍᏕᏢ ᏱᏘᎷᏯᏍᎨᏍᏗ.|Don't chop on the tree roots.|
|73,906|ᎤᏁᎫᏥᏓ|4|Jadaksesdesdi, gihlis unegujida unikaha.|ᏣᏓᎦᏎᏍᏕᏍᏗ, ᎩᏟᏍ ᎤᏁᎫᏥᏓ ᎤᏂᎧᎭ.|Watch yourself, they have a mean dog.|
|73,104|ᎦᏁᎦ|4|Joiha digosdvnisdi tinuga unalasgahldii.|ᏦᎢᎭ ᏗᎪᏍᏛᏂᏍᏗ ᏘᏄᎦ ᎤᎾᎳᏍᎦᎵᏗᎢ.|Take three bats to the baseball diamond.|
|73,137|ᎦᏂᏯᎠ|4|Junadasdudi ulitisa uhnawho uniyastanvi.|ᏧᎾᏓᏍᏚᏗ ᎤᎵᏘᏌ ᎤᏂᏯᏍᏔᏅᎢ.|He left his shirt when he escaped from jail.|
|72,876|ᏗᎫᎵᏗᏍᎩ|4|Kananesgi gajvsgv jigowahta diguhldisgi.|ᎧᎾᏁᏍᎩ ᎦᏨᏍᎬ ᏥᎪᏩᏔ ᏗᎫᎵᏗᏍᎩ.|I just saw a mud dauber sting a spider.|
|73,077|ᎦᎶᏄᎮᎭ|4|Nelagi yigvwadvnhdi yelia, galonuhesgoi.|ᏁᎳᎩ ᏱᎬᏩᏛᏅᏗ ᏰᎵᎠ, ᎦᎶᏄᎮᏍᎪᎢ.|Whenever he thinks he can get away with it, he cheats.|
|73,093|ᎦᎾᏕᎦ|4|Nula! Nunadinvdagwu galhjode winijuhjvi.|ᏄᎳ! ᏄᎾᏗᏅᏓᏊ ᎦᎵᏦᏕ ᏫᏂᏧᏨᎢ.|Hurry! Let's get there before he sells the house.|
|72,611|ᎠᏍᏆᏗᎠ|4|Nvhgi ayehli asgwadisgo dulvhwisdanehvi.|ᏅᎩ ᎠᏰᏟ ᎠᏍᏆᏗᏍᎪ ᏚᎸᏫᏍᏓᏁᎲᎢ.|He finishes his work at 4:30.|
|72,367|ᎠᎵᎪᏛᏍᎦ|4|Sgwahlesdi uwahnila jolani, uhlkodvhnvi.|ᏍᏆᏞᏍᏗ ᎤᏩᏂᎳ ᏦᎳᏂ, ᎤᎵᎪᏛᏅᎢ.|When the ball hit the window, it shattered.|
|72,655|ᎠᏔᏬᏍᏗᎭ|4|Tali iyatahwostanv igohida utahwostanvi.|ᏔᎵ ᎢᏯᏔᏬᏍᏔᏅ ᎢᎪᎯᏓ ᎤᏔᏬᏍᏔᏅᎢ.|He held his breath for two minutes.|
|72,808|ᏓᏏᏛᏂᎭ|4|Ugvwiyuhi uwonisohna dunasihtvnilv yvwi.|ᎤᎬᏫᏳᎯ ᎤᏬᏂᏐᎿ ᏚᎾᏏᏛᏂᎸ ᏴᏫ.|When the president finished his speech, the people applauded.|
|72,215|ᎠᏓᎾᏅᎢ|4|Adananv dagilvhwisdaneho gogi yinulstana.|ᎠᏓᎾᏅ ᏓᎩᎸᏫᏍᏓᏁᎰ ᎪᎩ ᏱᏄᎵᏍᏔᎾ.|I work in a store in the summer.|
|72,965|ᎡᎳᏗ|4|Eladi ulsdvhlunvi. Eladis hiluhgi?|ᎡᎳᏗ ᎤᎵᏍᏛᎷᏅᎢ. ᎡᎳᏗᏍ ᎯᎷᎩ?|He sat down. Did you come on foot?|
|73,749|ᎤᏜᏏᏛᎡᎭ|4|Jadlasitvehas eligwu yigvgwadvnhdi gesvi?|ᏣᏜᏏᏛᎡᎭᏍ ᎡᎵᏊ ᏱᎬᏆᏛᏁᏗ ᎨᏒᎢ?|Don't you believe I can do it?|
|73,760|ᎤᏙ|4|Udo uhwahtvhidoha svnadodagwasdi igohida.|ᎤᏙ ᎤᏩᏛᎯᏙᎭ ᏒᎾᏙᏓᏆᏍᏗ ᎢᎪᎯᏓ.|Her brother is visiting her for one week.|
|73,822|ᎤᏅᏉᎳᏛᎢ|4|Uhnvkwolatv usgolvjv ulogilv uhlgaliyvha.|ᎤᏅᏉᎳᏛ ᎤᏍᎪᎸᏨ ᎤᎶᎩᎸ ᎤᎵᎦᎵᏴᎭ.|The rainbow faded when the cloud cleared up.|
|73,956|ᎤᏥᏆᎸᏛᎢ|4|Utsgwalvtv ulsgwalselv hlgv dojuhltadina.|ᎤᏥᏆᎸᏛ ᎤᎵᏍᏆᎵᏎᎸ ᏡᎬ ᏙᏧᎵᏔᏗᎾ.|He broke his ankle when he jumped from a tree.|
|73,210|ᎦᏰᏫᏍᎩᎢ|4|Anagalisgi uhnigisdisgi gayewsgi uduliha.|ᎠᎾᎦᎵᏍᎩ ᎤᏂᎩᏍᏗᏍᎩ ᎦᏰᏫᏍᎩ ᎤᏚᎵᎭ.|She wants an electric sewing machine.|
|72,800|ᏓᏂᎳᏫᎦ|4|Anijalagi Unadodagwidena usv danilawigoi.|ᎠᏂᏣᎳᎩ ᎤᏙᏓᏈᏕᎾ ᎤᏒ ᏓᏂᎳᏫᎪᎢ.|Cherokee hold church services on Saturday nights.|
|72,418|ᎠᏴᏖᎠ|4|Askoli galvladidla uhyvhtesdi unehltanvi.|ᎠᏍᎪᎵ ᎦᎸᎳᏗᏜ ᎤᏴᏖᏍᏗ ᎤᏁᏟᏔᏅᎢ.|He tried to kick above his head.|
|72,395|ᎠᏩᏘᎭ|4|Gohusdi yagvsgalanela, ahida ahwahtisgoi.|ᎪᎱᏍᏗ ᏯᎬᏍᎦᎳᏁᎳ, ᎠᎯᏓ ᎠᏩᏘᏍᎪᎢ.|When something is hidden from him, he finds it easily|
|72,355|ᎠᏝᏫᏗᎭ|4|Gohusdi yusgasdanela jisgwa, ahlawdisgoi.|ᎪᎱᏍᏗ ᏳᏍᎦᏍᏓᏁᎳ ᏥᏍᏆ, ᎠᏝᏫᏗᏍᎪᎢ.|When something scares a bird, it flies away.|
|73,814|ᎤᎿᏑᎦᏢᎢ|4|Hayelsdi gvhdi dasgwalsga duhnasuhgahlvi.|ᎭᏰᎵᏍᏗ ᎬᏗ ᏓᏍᏆᎸᏍᎦ ᏚᎿᏑᎦᏢᎢ.|He's trimming his toenails with a knife.|
|72,470|ᎠᎦᏖᏃᎭ|4|Hla gohusdi yagwaduli. Jigatenolidohagwu.|Ꮭ ᎪᎱᏍᏗ ᏯᏆᏚᎵ. ᏥᎦᏖᏃᎵᏙᎭᏊ.|I don't want anything. I'm just looking around.|
|73,044|ᎦᏣᏲᎯᎭ|4|Uhyvdla jaginiyisgv aganakti agijayohlvi.|ᎤᏴᏜ ᏣᎩᏂᏱᏍᎬ ᎠᎦᎾᎦᏘ ᎠᎩᏣᏲᏢᎢ.|When I had a cold, a doctor gave me an injection.|
|72,445|ᎠᏨᏍᏗ|4|Unagalvha, anagalisgi dijvysdi duhdlosvi.|ᎤᎾᎦᎸᎭ, ᎠᎾᎦᎵᏍᎩ ᏗᏨᏍᏗ ᏚᏠᏒᎢ.|When lightning flashed, the electric lights went out.|
|73,277|ᎫᎯᎶᎠ|4|Yiduhyahketsohna nana amohi deguhilosgoi.|ᏱᏚᏯᎨᏦᎿ ᎾᎾ ᎠᎼᎯ ᏕᎫᎯᎶᏍᎪᎢ.|When she finishes peeling potatoes, she washes them in water.|
|72,786|ᏓᎴᎲᏍᎦ|4|Dijalehvga gadvnv nigad dejalehnvi.|ᏗᏣᎴᎲᎦ ᎦᏛᏅ, ᏂᎦᏓ ᏕᏣᎴᏅᎢ.|When I say stand up, everyone stand up.|
|73,974|ᎤᏩᏒᎯ|4|Juwasvhi nidulstanv juwoyeni duhyvdladela.|ᏧᏩᏒᎯ ᏂᏚᎵᏍᏔᏅ ᏧᏬᏰᏂ ᏚᏴᏜᏕᎳ.|His hands became numb when they became cold.|
|73,653|ᏏᏅᏓ|4|Sinvda unihilidolv gahljode anahnesgesgvi.|ᏏᏅᏓ ᎤᏂᎯᎵᏙᎸ ᎦᎵᏦᏕ ᎠᏀᏁᏍᎨᏍᎬᎢ.|They took one month in building the house.|
|73,197|ᎦᏘᏲᎢ|4|Adahyvsdesdisgi aditasdi uninvsdo gatiyoi.|ᎠᏓᏴᏍᏕᏍᏗᏍᎩ ᎠᏗᏔᏍᏗ ᎤᏂᏅᏍᏙ ᎦᏘᏲᎢ.|They prohibit drinking at the stompgrounds.|
|73,802|ᎤᏟᏂᎩᏓ|4|Digageda dasaladisgv uhlinigida nulstanvi.|ᏗᎦᎨᏓ ᏓᏌᎳᏗᏍᎬ ᎤᏟᏂᎩᏓ ᏄᎵᏍᏔᏅᎢ.|He became strong by lifting weights.|
|73,287|ᎬᎩᏍᏗ|4|Gogi nidegalstanisv gvgisdi datvhisdisgoi.|ᎪᎩ ᏂᏕᎦᎵᏍᏔᏂᏒ ᎬᎩᏍᏗ ᏓᏛᎯᏍᏗᏍᎪᎢ.|He raises watermelons every summer.|
|73,787|ᎤᎪᏂᏲᎦ|4|Gohidis ihiktiyesdi jenvsdi dajagohniyoji.|ᎪᎯᏗᏍ ᎢᎯᎦᏘᏰᏍᏗ ᏤᏅᏍᏗ ᏓᏣᎪᏂᏲᏥ.|If you wait too long to go, you'll be late.|
|72,648|ᎠᏒᏆᎶᏍᎩᎢ|4|Hiyoligis kilo asvgwalosgi julvhwisdanehi?|ᎯᏲᎵᎩᏍ ᎩᎶ ᎠᏒᏆᎶᏍᎩ ᏧᎸᏫᏍᏓᏁᎯ?|Do you know anyone who works in a sawmill?|
|72,773|ᏓᎦᏘᎴᎦ|4|Hlvdaji disinahvsdisgi hlvdaji duktilvsvi.|ᏢᏓᏥ ᏗᏏᎾᎲᏍᏗᏍᎩ ᏢᏓᏥ ᏚᎦᏘᎸᏒᎢ.|A lion attacked the lion tamer.|
|72,839|ᏗᏓᎯᎯ|4|Junadasdudi agatihnvsv didahihi ajiniyvha.|ᏧᎾᏓᏍᏚᏗ ᎠᎦᏘᏅᏒ ᏗᏓᎯᎯ ᎠᏥᏂᏴᎭ.|The murderer was taken to jail when he was caught.|
|72,551|ᎠᏁᏟᏗ|4|Junsdi anigehyuja dinehldi dananehldisgoi.|ᏧᎾᏍᏗ ᎠᏂᎨᏳᏣ ᏗᏁᏟᏗ ᏓᎾᏁᏟᏗᏍᎪᎢ.|Little girls play with dolls.|
|72,696|ᎠᏬᎭᎵ|4|Odalv galvladi danahnesdahlahvsgo awohali.|ᎣᏓᎸ ᎦᎸᎳᏗ ᏓᎾᏁᏍᏓᏝᎲᏍᎪ ᎠᏬᎭᎵ.|Eagles build their nests on mountain tops.|
|72,946|ᏚᏍᎦᎴᏍᏗᎭ|4|Sdaya junsanesa sdeyida, dagwasgalestanvi.|ᏍᏓᏯ ᏧᎾᏌᏁᏌ ᏍᏕᏱᏓ, ᏓᏆᏍᎦᎴᏍᏔᏅ.|When he pulled the rope hard, it slipped out of my hand.|
|72,933|ᏚᏇᏃᏘᏍᎦ|4|Udihlehgi agalisgv yuwedola dugwenotisgoi.|ᎤᏗᏞᎩ ᎠᎦᎵᏍᎬ ᏳᏪᏙᎳ ᏚᏇᏃᏘᏍᎪᎢ.|If he walks in the hot sun, he gets a rash.|
|73,772|ᎤᏛᏅᎢᏍᏗ|4|Yinigalsdihagwu iyv udvnvisdo udasdehldii.|ᏱᏂᎦᎵᏍᏗᎭᏊ ᎢᏴ ᎤᏛᏅᎢᏍᏙ ᎤᏓᏍᏕᎸᏗᎢ.|He's willing to help anytime.|
|72,491|ᎠᎳᏑᏟᏗ|4|Alasuhldi dulvhwisdanehv ulenvhv ditiyohihi|ᎠᎳᏑᏟᏗ ᏚᎸᏫᏍᏓᏁᎲ ᎤᎴᏅᎲ ᏗᏘᏲᎯᎯ|The lawyer began working on a law suit.|
|72,455|ᎠᎩᏳᏍᎨᏂ|4|Dikiyusgeni digadaha nidulstanv udansinvsa.|ᏗᎩᏳᏍᎨᏂ ᏗᎦᏓᎭ ᏂᏚᎵᏍᏔᏅ ᎤᏓᎾᏏᏅᏌ.|His elbows got dirty when he crawled.|
|72,610|ᎠᏍᎬᏓᎨᏂ|4|Disgvdageni dusgoliyev ulehwistana atlisvi.|ᏗᏍᎬᏓᎨᏂ ᏚᏍᎪᎵᏰᎥ ᎤᎴᏫᏍᏔᎾ ᎠᏟᏒᎢ.|He rubbed his shins when he stopped running.|
|73,166|ᎦᏅᏆᎶᏍᏗ|4|Ganvgwalosdi jigi dihnesgesgi uwhtanidasdi.|ᎦᏅᏆᎶᏍᏗ ᏥᎩ ᏗᏁᏍᎨᏍᎩ ᎤᏮᏔᏂᏓᏍᏗ.|A hammer is a carpenter's tool.|
|73,186|ᎦᏍᎩᎶ ᏗᎯᎵᎨᏍᎩ|4|Gasgilo dihlihgesgi uwohlvhnv eduji.|ᎦᏍᎩᎶ ᏗᏟᎨᏍᎩ ᎤᏬᏢᏅ ᎡᏚᏥ.|My uncle made a rocking chair.|
|73,462|ᎧᎵᏎᏥ|4|Kalseji uhwahi kalseji juwohlvhdodi.|ᎧᏎᏥ ᎤᏩᎯ ᎧᏎᏥ ᏧᏬᏢᏙᏗ.|She bought sugar to make candy.|
|73,626|ᏍᏗᎩᏓ|4|Sdikida duniyawegvi sgwalesdi dunanelohnvi.|ᏍᏗᎩᏓ ᏚᏂᏯᏪᎬᎢ ᏍᏆᎴᏍᏗ ᏚᎾᏁᎶᏅᎢ.|They were a little tired from playing ball.|
|74,060|ᏱᏂᎦᎵᏍᏗᎭᏊ ᎩᎶ|4|Yinigalsdihagwu kilo hiyasuyesdi tsdelisgi.|ᏱᏂᎦᎵᏍᏗᎭᏊ ᎩᎶ ᎯᏯᏑᏰᏍᏗ ᏣᏍᏕᎵᏍᎩ.|You may choose anyone to help you.|
|73,534|ᎬᏙᏌᏗᎠ|4|Aginohalidolv iagiluhja akwtosadvi galogwe.|ᎠᎩᏃᎭᎵᏙᎸ ᎢᎠᎩᎷᏣ ᎠᏋᏙᏌᏛᎢ ᎦᎶᏇ.|When I returned from hunting, I hung up my gun.|
|72,907|ᏗᏔᎴᏍᏗ|4|Anagalisgi ahnigisdisgi ditalesdi agihyoha.|ᎠᎾᎦᎵᏍᎩ ᎠᏂᎩᏍᏗᏍᎩ ᏗᏔᎴᏍᏗ ᎠᎩᏲᎭ.|I am looking for an electric drill.|
|73,895|ᎤᎾᏓᏕᏒᏓ|4|Dagwalela gansanesgv duligalsv unadadesvda.|ᏓᏆᎴᎳ ᎦᎾᏌᏁᏍᎬ ᏚᎵᎦᎵᏒ ᎤᎾᏓᏕᏒᏓ.|The chain broke as he was pulling the car.|
|72,264|ᎠᏗᏍᎦᎸᏍᎦ|4|Dinadaniyisgi dugoha didahihi udisgahlanvi.|ᏗᎾᏓᏂᏱᏍᎩ ᏚᎪᎭ ᏗᏓᎯᎯ ᎤᏗᏍᎦᎳᏅᎢ.|When the killer saw the police he hid.|
|73,089|ᎦᎸᎳᏗᏜ|4|Hiskoli galvladidla ganohilvsda sgwahlesdi.|ᎯᏍᎪᎵ ᎦᎸᎳᏗᏜ ᎦᏃᎯᎸᏍᏓ ᏍᏆᏞᏍᏗ.|The ball flew above your head.|
|73,120|ᎦᏅᏙᎬᎢ|4|Nigohilv yulsdayvhohna deganvgalisgo deganhdohgvi.|ᏂᎪᎯᎸ ᏳᎵᏍᏓᏴᏃᎿ ᏕᎦᏅᎦᎵᏍᎪᎢ ᏕᎦᏅᏙᎬᎢ.|He always brushes his teeth after every meal.|
|72,799|ᏓᏁᎶᎲᏍᎦ|4|Sgwahlesdi dodaganelohni sunale udodagwada.|ᏍᏆᏞᏍᏗ ᏙᏓᎦᏁᎶᏂ ᏑᎾᎴ ᎤᏙᏓᏆᏓ|I'm going to play ball all day tomorrow|
|73,095|ᎦᎾᏢᏍᎦ|4|Udulisgv igohid julvhwisdanehdi jinahlvsga.|ᎤᏚᎵᏍᎬ ᎢᎪᎯᏓ ᏧᎸᏫᏍᏓᏁᏗ ᏥᎾᏢᏍᎦ.|I'm hiring him for as long as he wants to work.|
|72,203|ᎠᏓᏯᏍᏗᎭ|4|Usgwada gohweli degohwelisgv, udahyastanvi.|ᎤᏍᏆᏓ ᎪᏪᎵ ᏕᎪᏪᎵᏍᎬ, ᎤᏓᏯᏍᏔᏅᎢ.|When he finished writing letters, he stretched.|
